Registration Number,Name,CGPA,Projects,Internships,Courses,No_of_Certs,Certifications,LeetCode Score,Placement Status,Company Portfolio,10th Grade Percentage,12th Grade Percentage,CTC,IQ,Gender,Skills,Skill Score
20CSE0299,Brian Smith,9.92,10,['Robotics'],"['VLSI', 'VLSI', 'System Design']",3,9,245,Not Placed,None,62,87,4 LPA,127,Male,"['Database Management', 'Machine Learning', 'Data Analysis', 'Web Development', 'Java']",2
20EEE0306,Gabriela Moore,8.9,8,['System Design'],"['ML Engineer', 'VLSI', 'Chip Design', 'CSC Frontend']",4,6,134,Not Placed,None,68,83,80 LPA,88,Female,"['Python', 'Machine Learning', 'Communication']",9
20EEE0210,Scott Stevens,8.66,4,['ML Engineer'],"['System Design', 'CSC Backend', 'CSC Backend']",3,3,214,Not Placed,None,67,77,8 LPA,146,Female,"['Communication', 'C++', 'Database Management', 'Web Development', 'Python']",5
20ECE0303,Miss Pamela Munoz,6.35,10,['Cloud Engineer'],"['CSC Backend', 'ML Engineer', 'CSC Frontend']",3,7,333,Placed,SUPER DREAM,87,91,6 LPA,94,Female,"['Database Management', 'Python', 'Web Development', 'Data Analysis', 'Java']",9
20ECE0299,Andrew Jenkins,9.82,3,"['UI Design', 'Cloud Engineer']","['CSC Frontend', 'CSC Backend', 'Cloud Engineer']",3,1,189,Placed,DREAM,85,72,20 LPA,99,Male,"['Data Analysis', 'Python']",2
20CSE0185,Marie Davis,9.37,10,"['Chip Design', 'ML/AI', 'Cloud Engineer']","['System Design', 'Cloud Engineer', 'Cloud Engineer']",3,9,155,Placed,REGULAR,65,75,60 LPA,88,Female,['Machine Learning'],9
20ECE0133,William Coleman,9.97,10,"['ML/AI', 'Hardware Engineer']","['Chip Design', 'VLSI', 'CSC Backend', 'CSC Backend']",4,8,179,Not Placed,None,72,99,6 LPA,146,Female,"['Communication', 'Data Analysis']",1
20ECE0328,John Morrison,6.62,3,['Software Engineer'],"['ML Engineer', 'CSC Backend']",2,6,448,Placed,SUPER DREAM,85,92,10 LPA,106,Female,"['Python', 'Communication']",2
20CSE0114,Linda Henderson,7.42,7,"['UI Design', 'Cloud Engineer', 'Software Engineer']",['Chip Design'],1,6,80,Placed,SUPER DREAM,62,73,30 LPA,102,Male,"['C++', 'Web Development', 'Python', 'Communication', 'Data Analysis']",3
20EEE0321,Anna Mckinney,9.03,1,"['Software Engineer', 'UI Design']","['CSC Backend', 'CSC Frontend', 'System Design', 'Cloud Engineer']",4,6,471,Not Placed,None,69,80,6 LPA,84,Female,"['C++', 'Data Analysis', 'Python']",4
20EEE0046,Patricia Wolfe,9.79,4,"['ML/AI', 'UI Design']","['ML Engineer', 'VLSI', 'ML Engineer']",3,0,177,Not Placed,None,95,100,70 LPA,108,Male,"['Python', 'Machine Learning']",2
20CSE0222,Michael Rodriguez,7.83,3,"['ML/AI', 'Chip Design', 'UI Design']","['CSC Frontend', 'Cloud Engineer']",2,10,394,Placed,REGULAR,82,80,90 LPA,125,Female,"['Database Management', 'Web Development', 'Data Analysis']",1
20EEE0279,Charles Ross MD,6.36,7,['Robotics'],['ML Engineer'],1,0,338,Not Placed,None,92,69,90 LPA,141,Female,"['Web Development', 'Java']",1
20ECE0141,Gregory Russell,9.04,4,"['Software Engineer', 'Hardware Engineer', 'UI Design']",['ML Engineer'],1,8,313,Not Placed,None,82,94,70 LPA,134,Female,"['Python', 'Web Development', 'Database Management', 'Machine Learning', 'Data Analysis']",6
20CSE0072,Jordan Barker,6.21,9,"['Chip Design', 'UI Design', 'UI Design']","['CSC Frontend', 'CSC Frontend', 'VLSI']",3,9,226,Not Placed,None,60,80,25 LPA,150,Female,"['C++', 'Database Management']",10
20CSE0260,Ashley Stone,9.98,7,"['Software Engineer', 'UI Design', 'Hardware Engineer']","['CSC Backend', 'VLSI', 'CSC Frontend', 'VLSI']",4,1,153,Not Placed,None,99,94,80 LPA,134,Female,"['Data Analysis', 'Java']",5
20CSE0250,Christian Murphy,7.05,6,"['Cloud Engineer', 'Business Management']","['ML Engineer', 'CSC Backend', 'Cloud Engineer', 'ML Engineer']",4,4,470,Placed,SUPER DREAM,100,91,90 LPA,91,Male,"['Data Analysis', 'Database Management', 'Machine Learning', 'Python']",2
20CSE0197,Keith Richardson,10.0,6,['ML Engineer'],"['System Design', 'CSC Backend']",2,7,29,Placed,DREAM,65,70,70 LPA,91,Male,"['C++', 'Java', 'Python']",6
20CSE0307,Deborah Smith,8.71,7,['Chip Design'],"['ML Engineer', 'System Design']",2,7,45,Not Placed,None,64,95,1 CR LPA,127,Male,"['Communication', 'Java', 'Database Management', 'Data Analysis']",6
20ECE0248,Mary Cook,7.96,9,['Chip Design'],"['CSC Backend', 'VLSI']",2,8,219,Placed,DREAM,69,74,40 LPA,107,Male,"['Machine Learning', 'Database Management', 'Web Development', 'Data Analysis']",9
20CSE0173,Michael Reese,8.04,10,"['ML Engineer', 'Business Management']","['CSC Backend', 'Cloud Engineer', 'System Design']",3,10,4,Placed,DREAM,90,87,1 CR LPA,131,Female,"['Communication', 'C++', 'Machine Learning', 'Web Development']",6
20ECE0176,Angela Roberts,9.83,4,"['ML/AI', 'Software Engineer', 'Chip Design']","['System Design', 'CSC Frontend']",2,5,127,Not Placed,None,73,91,80 LPA,137,Female,"['Python', 'Java', 'Communication', 'C++', 'Data Analysis']",3
20CSE0318,Roger Morgan,6.93,5,['ML/AI'],"['CSC Backend', 'VLSI', 'VLSI', 'Cloud Engineer']",4,10,282,Placed,DREAM,74,73,25 LPA,90,Female,"['Data Analysis', 'Python']",4
20EEE0327,Jesse Garcia,8.92,9,"['Robotics', 'Robotics']","['Cloud Engineer', 'System Design', 'CSC Frontend', 'Cloud Engineer']",4,2,217,Placed,SUPER DREAM,89,87,70 LPA,88,Female,"['Python', 'Java', 'Machine Learning', 'Database Management', 'Web Development']",8
20ECE0178,Gabrielle Johnson,6.5,8,"['ML Engineer', 'Hardware Engineer', 'ML/AI']","['System Design', 'System Design', 'VLSI']",3,10,169,Not Placed,None,78,82,30 LPA,131,Female,"['Java', 'C++']",6
20ECE0075,Maria Mcintosh,8.55,9,"['System Design', 'Robotics', 'UI Design']",['CSC Frontend'],1,1,191,Not Placed,None,87,88,70 LPA,87,Male,"['Web Development', 'Machine Learning', 'C++']",7
20ECE0066,Jennifer Wolfe,9.71,10,"['ML/AI', 'Business Management']","['Cloud Engineer', 'Chip Design']",2,9,183,Not Placed,None,75,98,8 LPA,130,Female,"['Machine Learning', 'Python', 'Web Development']",8
20ECE0094,Gary Lewis,7.02,1,"['Chip Design', 'Hardware Engineer']",['ML Engineer'],1,10,7,Placed,SUPER DREAM,80,91,50 LPA,139,Female,"['Java', 'Python']",7
20EEE0088,David Cole,8.62,8,['UI Design'],['VLSI'],1,9,111,Placed,DREAM,81,89,90 LPA,132,Female,"['C++', 'Web Development']",6
20CSE0045,Jill Clark,7.95,9,"['System Design', 'Software Engineer']","['Cloud Engineer', 'CSC Frontend', 'Cloud Engineer', 'CSC Frontend']",4,4,223,Placed,DREAM,89,81,50 LPA,89,Female,"['Communication', 'Java', 'Web Development']",6
20EEE0117,Robert Lee,6.26,5,"['System Design', 'Software Engineer', 'Software Engineer']","['Cloud Engineer', 'CSC Backend']",2,6,1,Placed,REGULAR,83,87,20 LPA,94,Male,['Java'],4
20ECE0100,Gloria Boyer,7.35,8,['ML/AI'],['ML Engineer'],1,1,387,Not Placed,None,62,76,10 LPA,134,Female,['Web Development'],1
20CSE0189,Karen Goodwin,8.13,6,"['Chip Design', 'ML Engineer']",['ML Engineer'],1,1,368,Not Placed,None,82,97,20 LPA,124,Female,"['C++', 'Java', 'Machine Learning', 'Data Analysis']",8
20EEE0081,David Davidson DDS,9.97,1,"['Robotics', 'Business Management']","['Cloud Engineer', 'CSC Backend', 'CSC Backend']",3,6,46,Placed,REGULAR,73,81,70 LPA,141,Male,"['Python', 'Java', 'Machine Learning']",1
20EEE0098,Amanda Edwards,6.38,3,"['UI Design', 'Business Management']","['System Design', 'System Design', 'VLSI']",3,6,92,Not Placed,None,65,64,80 LPA,89,Female,"['Database Management', 'Python', 'Java', 'Data Analysis', 'C++']",5
20EEE0039,Diane Alexander,8.48,9,"['ML Engineer', 'UI Design']","['VLSI', 'System Design', 'VLSI', 'System Design']",4,2,14,Not Placed,None,97,79,1 CR LPA,82,Male,"['C++', 'Communication']",2
20CSE0188,Kathryn Barker,8.41,6,['Cloud Engineer'],"['ML Engineer', 'CSC Frontend']",2,5,182,Placed,DREAM,64,77,90 LPA,105,Male,"['Database Management', 'Web Development', 'Communication', 'Machine Learning']",1
20CSE0206,Tristan Mcgee,9.94,4,"['Hardware Engineer', 'Cloud Engineer', 'ML/AI']","['Chip Design', 'CSC Backend', 'VLSI']",3,5,240,Placed,SUPER DREAM,95,67,70 LPA,150,Female,"['Python', 'Database Management', 'Machine Learning', 'Communication', 'Java']",4
20ECE0267,Dr. Melissa Anderson,9.67,6,['System Design'],"['System Design', 'CSC Backend']",2,10,419,Placed,SUPER DREAM,84,80,10 LPA,128,Male,"['Web Development', 'Communication', 'Machine Learning', 'Java']",3
20ECE0202,James Peterson,7.96,9,"['Business Management', 'Robotics']","['Cloud Engineer', 'ML Engineer']",2,9,137,Not Placed,None,93,79,20 LPA,86,Male,"['Web Development', 'Data Analysis', 'C++']",9
20EEE0012,Mark Horne,9.87,1,"['Cloud Engineer', 'Cloud Engineer', 'Software Engineer']",['CSC Frontend'],1,3,258,Not Placed,None,91,76,20 LPA,119,Male,"['Communication', 'Web Development', 'Database Management', 'Java', 'C++']",9
20ECE0215,Jacqueline Sutton,7.77,3,['Hardware Engineer'],"['System Design', 'Chip Design']",2,9,101,Not Placed,None,73,81,6 LPA,118,Male,['C++'],10
20CSE0241,Denise Smith,9.41,9,"['Cloud Engineer', 'Business Management', 'UI Design']",['CSC Frontend'],1,0,416,Not Placed,None,62,67,80 LPA,133,Male,"['C++', 'Data Analysis', 'Python']",10
20ECE0186,Amy Hamilton,9.26,3,['UI Design'],"['VLSI', 'System Design', 'Chip Design']",3,2,344,Placed,REGULAR,94,76,10 LPA,148,Male,"['Database Management', 'Communication']",4
20CSE0172,Lucas Johnson,9.86,9,['ML/AI'],"['System Design', 'CSC Backend', 'CSC Frontend']",3,5,306,Not Placed,None,97,83,15 LPA,145,Female,"['Machine Learning', 'Web Development']",7
20CSE0130,Ashley Taylor,6.24,7,['System Design'],"['VLSI', 'VLSI', 'Chip Design', 'Cloud Engineer']",4,9,230,Not Placed,None,60,94,70 LPA,114,Female,"['Machine Learning', 'Communication', 'C++', 'Python', 'Java']",2
20EEE0189,James Black,6.21,2,"['Chip Design', 'System Design']","['ML Engineer', 'CSC Backend', 'CSC Backend']",3,2,206,Not Placed,None,90,76,1 CR LPA,80,Female,"['C++', 'Web Development', 'Communication', 'Python']",2
20CSE0223,Emily Griffith,6.52,3,"['Robotics', 'Cloud Engineer']","['VLSI', 'VLSI', 'ML Engineer', 'System Design']",4,1,3,Not Placed,None,96,62,6 LPA,141,Male,"['Communication', 'Python']",4
20CSE0148,Vicki Martin,8.32,5,"['Chip Design', 'Chip Design']",['System Design'],1,6,429,Not Placed,None,82,99,1 CR LPA,129,Male,"['C++', 'Data Analysis', 'Database Management', 'Communication']",4
20CSE0016,Patrick Rice,9.68,9,"['Hardware Engineer', 'Cloud Engineer']","['System Design', 'Chip Design', 'VLSI', 'System Design']",4,0,479,Not Placed,None,70,84,40 LPA,129,Male,"['Java', 'Python', 'Data Analysis', 'C++']",9
20ECE0164,Derrick Donovan,9.72,10,['Software Engineer'],['CSC Backend'],1,5,184,Not Placed,None,73,93,80 LPA,102,Male,"['C++', 'Web Development', 'Machine Learning', 'Python', 'Java']",5
20EEE0312,Richard Williams,8.0,1,"['ML/AI', 'Robotics']",['Cloud Engineer'],1,9,237,Not Placed,None,77,76,80 LPA,101,Male,"['C++', 'Web Development']",8
20EEE0272,Ashley Schneider,9.78,2,"['Software Engineer', 'Software Engineer']","['VLSI', 'CSC Frontend', 'Chip Design']",3,6,96,Not Placed,None,70,87,15 LPA,95,Female,"['C++', 'Database Management', 'Python']",5
20EEE0160,Darin Richards,8.57,4,['Chip Design'],"['ML Engineer', 'ML Engineer']",2,10,490,Not Placed,None,90,64,6 LPA,112,Male,['Data Analysis'],2
20CSE0270,Laura Johnson,6.46,4,['ML Engineer'],"['CSC Backend', 'System Design']",2,8,482,Placed,SUPER DREAM,78,75,70 LPA,145,Female,"['Database Management', 'Data Analysis', 'Java']",5
20CSE0175,Sean Perry,8.44,10,"['UI Design', 'Business Management', 'System Design']","['System Design', 'ML Engineer', 'VLSI']",3,0,482,Not Placed,None,88,62,90 LPA,109,Male,"['Java', 'Machine Learning', 'Database Management']",7
20ECE0199,Brian Wilson,8.5,6,['UI Design'],"['System Design', 'Chip Design']",2,7,292,Not Placed,None,80,66,6 LPA,92,Male,"['Java', 'C++', 'Database Management', 'Python', 'Machine Learning']",3
20ECE0063,Jacqueline Harmon,9.08,7,"['Robotics', 'Business Management', 'Chip Design']",['CSC Backend'],1,1,309,Placed,DREAM,94,69,10 LPA,104,Female,['Python'],7
20EEE0044,Sara Davidson DVM,7.32,3,"['System Design', 'ML Engineer', 'Cloud Engineer']","['VLSI', 'CSC Backend']",2,2,20,Placed,SUPER DREAM,74,92,1 CR LPA,88,Male,"['Database Management', 'C++', 'Web Development', 'Communication', 'Python']",5
20ECE0323,Nicholas Hernandez,7.76,6,['Chip Design'],"['CSC Frontend', 'ML Engineer', 'System Design', 'CSC Frontend']",4,6,126,Not Placed,None,67,100,20 LPA,119,Male,"['Machine Learning', 'Data Analysis', 'Web Development']",7
20EEE0086,Matthew Barrett,9.25,3,['ML Engineer'],['Cloud Engineer'],1,3,89,Not Placed,None,89,74,6 LPA,121,Male,"['Machine Learning', 'Java', 'Communication', 'Database Management', 'Python']",5
20CSE0190,Joseph Barton,8.15,3,"['Robotics', 'Cloud Engineer']","['CSC Backend', 'CSC Frontend']",2,6,348,Placed,SUPER DREAM,95,80,6 LPA,92,Female,['Database Management'],7
20ECE0222,Elizabeth Petty,7.34,7,['Hardware Engineer'],"['Chip Design', 'Chip Design', 'ML Engineer']",3,0,203,Placed,REGULAR,73,99,20 LPA,122,Female,"['Java', 'Web Development', 'Communication']",1
20ECE0297,Alisha Rodgers,6.35,5,['Software Engineer'],"['ML Engineer', 'CSC Frontend', 'CSC Frontend']",3,7,24,Placed,DREAM,60,62,1 CR LPA,111,Female,"['Web Development', 'Python', 'Communication']",6
20EEE0106,Zachary Carter,6.89,10,"['System Design', 'Software Engineer', 'Business Management']","['VLSI', 'Chip Design', 'Cloud Engineer', 'VLSI']",4,8,161,Not Placed,None,70,65,20 LPA,102,Male,['Java'],6
20ECE0327,Daniel Allen,7.03,1,['System Design'],"['CSC Frontend', 'VLSI', 'CSC Backend', 'CSC Frontend']",4,2,139,Not Placed,None,76,100,70 LPA,107,Female,"['Machine Learning', 'Java']",2
20CSE0118,Heather Lee,6.92,10,"['Software Engineer', 'UI Design']","['System Design', 'CSC Frontend']",2,8,394,Placed,SUPER DREAM,99,81,4 LPA,114,Male,"['Database Management', 'C++', 'Communication']",7
20ECE0123,Laura Stuart,9.35,1,['UI Design'],"['Chip Design', 'ML Engineer', 'System Design']",3,1,36,Not Placed,None,80,88,60 LPA,131,Male,['Data Analysis'],10
20CSE0178,Jared Hughes,7.08,2,"['Hardware Engineer', 'Robotics']",['Cloud Engineer'],1,5,354,Placed,REGULAR,85,76,30 LPA,115,Female,"['Web Development', 'C++', 'Python', 'Java']",2
20EEE0182,Sarah Torres,9.44,6,['Cloud Engineer'],"['CSC Frontend', 'Cloud Engineer', 'Chip Design', 'CSC Frontend']",4,5,451,Placed,DREAM,96,85,80 LPA,143,Female,"['Python', 'C++', 'Communication', 'Web Development']",8
20EEE0236,Crystal Sanders,9.77,7,"['Cloud Engineer', 'Software Engineer']",['CSC Frontend'],1,7,28,Not Placed,None,69,75,50 LPA,107,Female,['Java'],4
20CSE0248,Kathy Wilson MD,6.59,2,"['ML/AI', 'Business Management', 'UI Design']","['Cloud Engineer', 'CSC Frontend', 'CSC Backend', 'Chip Design']",4,8,475,Placed,REGULAR,86,67,15 LPA,82,Female,"['Web Development', 'Java']",3
20EEE0111,Kristin Smith,8.53,10,"['ML Engineer', 'Software Engineer']",['VLSI'],1,2,409,Not Placed,None,72,72,40 LPA,109,Female,"['Database Management', 'Web Development', 'Machine Learning', 'C++', 'Python']",7
20ECE0139,Mitchell Hammond,7.61,9,"['Robotics', 'Cloud Engineer', 'Hardware Engineer']","['System Design', 'ML Engineer']",2,5,499,Not Placed,None,79,92,1 CR LPA,129,Female,['Machine Learning'],1
20ECE0295,Bryan Smith,8.75,10,"['Software Engineer', 'Chip Design']","['Chip Design', 'System Design', 'ML Engineer', 'ML Engineer']",4,1,145,Placed,DREAM,98,83,1 CR LPA,89,Female,['Machine Learning'],10
20EEE0150,Bridget Bailey,7.53,1,"['Chip Design', 'Software Engineer', 'System Design']","['CSC Frontend', 'CSC Frontend', 'ML Engineer', 'VLSI']",4,3,85,Placed,DREAM,75,98,4 LPA,115,Male,"['C++', 'Web Development', 'Database Management', 'Machine Learning', 'Communication']",2
20EEE0011,Michael Wright,8.94,1,"['Chip Design', 'Business Management']","['ML Engineer', 'CSC Frontend']",2,7,456,Not Placed,None,61,79,50 LPA,81,Male,"['Python', 'Communication']",5
20EEE0297,Gabriel Navarro,7.73,3,['Hardware Engineer'],['Cloud Engineer'],1,9,84,Not Placed,None,86,91,30 LPA,92,Female,['C++'],4
20EEE0323,Mr. Craig Moreno,6.51,8,['Software Engineer'],"['CSC Frontend', 'CSC Backend', 'ML Engineer', 'VLSI']",4,5,15,Not Placed,None,78,72,20 LPA,114,Female,"['Java', 'C++', 'Communication']",7
20CSE0254,Jennifer Roberts,6.03,2,['Business Management'],"['CSC Backend', 'System Design', 'CSC Backend']",3,6,103,Placed,SUPER DREAM,86,92,40 LPA,94,Male,"['Python', 'C++', 'Communication', 'Java']",3
20EEE0221,Michelle Travis,7.3,9,"['ML/AI', 'Software Engineer']","['CSC Backend', 'CSC Backend']",2,3,456,Not Placed,None,80,72,60 LPA,110,Male,"['Web Development', 'Communication', 'Java', 'Machine Learning']",6
20EEE0259,William Le,6.35,1,"['Hardware Engineer', 'Hardware Engineer']","['System Design', 'ML Engineer', 'VLSI']",3,10,168,Placed,REGULAR,85,67,50 LPA,98,Female,"['Web Development', 'Data Analysis', 'C++', 'Communication', 'Machine Learning']",2
20CSE0088,Joy Ward,6.71,4,['Robotics'],"['CSC Frontend', 'System Design', 'VLSI']",3,10,29,Placed,DREAM,61,74,40 LPA,91,Male,['Database Management'],2
20ECE0217,Tina Decker,9.52,3,['Hardware Engineer'],"['CSC Backend', 'VLSI']",2,5,63,Not Placed,None,70,100,80 LPA,82,Male,"['Web Development', 'C++']",2
20CSE0147,Nicole Johnson,6.28,7,"['ML/AI', 'Robotics', 'Chip Design']","['VLSI', 'CSC Frontend', 'Cloud Engineer', 'ML Engineer']",4,6,458,Not Placed,None,78,76,40 LPA,114,Male,['C++'],1
20ECE0171,Gary Jones,7.45,9,"['Hardware Engineer', 'ML/AI']","['CSC Frontend', 'System Design', 'Chip Design', 'VLSI']",4,6,483,Not Placed,None,76,64,6 LPA,101,Female,"['Communication', 'Web Development', 'Python']",5
20CSE0231,Samuel Munoz,9.48,3,['Hardware Engineer'],['Chip Design'],1,1,358,Not Placed,None,95,79,40 LPA,107,Female,"['Machine Learning', 'Communication', 'Database Management', 'Java', 'C++']",2
20ECE0180,Sara Smith,9.71,4,"['Hardware Engineer', 'Cloud Engineer', 'ML Engineer']",['ML Engineer'],1,5,67,Not Placed,None,91,88,90 LPA,108,Male,"['Java', 'C++', 'Web Development', 'Data Analysis', 'Python']",5
20CSE0052,Sarah Vasquez,7.56,3,"['System Design', 'Hardware Engineer', 'Hardware Engineer']","['Cloud Engineer', 'CSC Backend', 'CSC Backend']",3,6,487,Placed,DREAM,95,93,90 LPA,140,Male,"['C++', 'Python', 'Database Management']",3
20ECE0170,Julie Everett,8.2,10,"['Chip Design', 'UI Design']","['CSC Frontend', 'CSC Backend']",2,5,25,Not Placed,None,88,83,15 LPA,125,Female,"['Data Analysis', 'Communication']",8
20CSE0290,Shaun Schmitt,9.9,10,['Software Engineer'],"['CSC Backend', 'CSC Backend']",2,3,174,Not Placed,None,76,88,60 LPA,113,Female,"['C++', 'Database Management', 'Communication']",3
20ECE0304,Kimberly Lynch,6.12,8,"['Cloud Engineer', 'System Design']","['VLSI', 'CSC Frontend']",2,4,456,Placed,SUPER DREAM,96,89,15 LPA,120,Male,"['Communication', 'Database Management', 'Web Development']",4
20ECE0118,Heidi Acevedo,8.81,7,['UI Design'],"['Chip Design', 'Chip Design']",2,9,371,Not Placed,None,95,86,50 LPA,136,Female,"['Communication', 'Java', 'C++', 'Database Management']",1
20ECE0190,Michelle Fowler,9.86,10,"['Cloud Engineer', 'Software Engineer', 'System Design']","['VLSI', 'VLSI', 'VLSI', 'Chip Design']",4,4,8,Not Placed,None,67,68,40 LPA,109,Female,"['Java', 'C++']",2
20ECE0234,Michelle Harris,7.58,3,"['Business Management', 'UI Design', 'Hardware Engineer']","['Cloud Engineer', 'Chip Design', 'System Design', 'CSC Backend']",4,4,444,Not Placed,None,98,78,70 LPA,147,Male,['Python'],7
20ECE0181,Kerri Robbins,8.92,4,"['Software Engineer', 'ML Engineer', 'ML Engineer']","['CSC Frontend', 'VLSI', 'CSC Frontend']",3,1,407,Not Placed,None,86,73,8 LPA,140,Female,"['Database Management', 'Data Analysis', 'Web Development']",3
20CSE0109,Tammie Wright,6.61,4,['System Design'],"['ML Engineer', 'VLSI', 'Chip Design', 'VLSI']",4,9,148,Not Placed,None,87,69,20 LPA,144,Female,"['Database Management', 'Machine Learning', 'C++', 'Python']",4
20CSE0311,Dr. Timothy Reilly,8.29,6,"['ML/AI', 'Business Management']","['CSC Backend', 'ML Engineer']",2,1,230,Not Placed,None,76,97,10 LPA,133,Female,"['Java', 'Communication', 'Web Development', 'C++', 'Data Analysis']",1
20CSE0271,Todd Spears,8.95,9,"['UI Design', 'Hardware Engineer']","['Cloud Engineer', 'CSC Backend', 'CSC Frontend', 'System Design']",4,9,40,Placed,REGULAR,98,73,8 LPA,141,Male,"['Communication', 'Database Management', 'C++', 'Java']",8
20ECE0238,Renee Fleming,7.86,1,['ML Engineer'],['Cloud Engineer'],1,4,51,Not Placed,None,97,72,40 LPA,129,Female,"['Data Analysis', 'Machine Learning', 'Java', 'Database Management']",2
20CSE0269,Daniel Alvarez,8.04,1,"['Software Engineer', 'ML Engineer']",['VLSI'],1,8,254,Placed,DREAM,66,64,10 LPA,84,Male,['Python'],8
20ECE0158,Lucas Velez,8.23,7,"['ML Engineer', 'Cloud Engineer', 'ML/AI']","['Chip Design', 'CSC Backend', 'System Design', 'Chip Design']",4,9,59,Placed,REGULAR,92,96,15 LPA,150,Male,"['Python', 'Machine Learning', 'Database Management', 'Data Analysis']",5
20EEE0034,Jason Santiago,9.23,2,"['Robotics', 'ML/AI']","['ML Engineer', 'System Design', 'VLSI', 'CSC Frontend']",4,3,176,Not Placed,None,78,79,60 LPA,115,Female,"['Data Analysis', 'Machine Learning']",10
20ECE0218,Lorraine Johnson,8.24,10,"['Software Engineer', 'ML/AI']","['ML Engineer', 'Chip Design', 'System Design']",3,0,99,Not Placed,None,98,84,6 LPA,145,Female,"['Machine Learning', 'Communication', 'Web Development', 'Java', 'C++']",8
20CSE0110,James Floyd,7.0,9,"['Hardware Engineer', 'Business Management']","['ML Engineer', 'Chip Design', 'CSC Frontend']",3,8,449,Not Placed,None,62,92,4 LPA,97,Male,"['Java', 'Machine Learning', 'Data Analysis', 'Web Development']",4
20CSE0056,Michael Hardin,8.0,8,['Hardware Engineer'],['Cloud Engineer'],1,3,18,Not Placed,None,81,87,30 LPA,142,Female,"['Web Development', 'Java', 'C++']",6
20EEE0330,Scott Smith,9.17,7,"['Business Management', 'Cloud Engineer']","['Chip Design', 'Cloud Engineer']",2,5,289,Not Placed,None,81,79,1 CR LPA,125,Male,"['Python', 'Communication']",3
20ECE0169,Connie Dorsey,6.49,8,['UI Design'],"['Chip Design', 'ML Engineer']",2,0,241,Placed,REGULAR,96,90,25 LPA,130,Male,"['Database Management', 'Java']",2
20CSE0127,Amy Chapman,6.38,8,['Hardware Engineer'],"['CSC Backend', 'Chip Design', 'ML Engineer']",3,7,217,Not Placed,None,72,98,90 LPA,146,Male,['Java'],10
20EEE0264,Paul Michael,6.61,2,"['Business Management', 'Software Engineer']","['Chip Design', 'Chip Design', 'ML Engineer']",3,4,88,Not Placed,None,91,76,1 CR LPA,109,Female,"['Database Management', 'Python', 'Web Development', 'Communication']",4
20CSE0257,Jesse Jones,9.09,6,"['Hardware Engineer', 'UI Design']","['ML Engineer', 'ML Engineer', 'Cloud Engineer', 'ML Engineer']",4,5,83,Placed,DREAM,99,75,25 LPA,133,Male,"['C++', 'Java', 'Python', 'Communication']",1
20ECE0091,Benjamin Grimes,6.01,9,"['System Design', 'Software Engineer', 'System Design']","['System Design', 'ML Engineer', 'VLSI', 'VLSI']",4,0,234,Not Placed,None,63,91,8 LPA,102,Male,"['Database Management', 'Java']",4
20CSE0134,Christine Schwartz,8.77,7,"['Business Management', 'ML Engineer', 'Chip Design']","['Chip Design', 'CSC Backend']",2,5,6,Placed,DREAM,80,75,1 CR LPA,107,Female,['Web Development'],9
20ECE0289,Christine White,6.58,9,['ML Engineer'],"['CSC Backend', 'System Design']",2,0,225,Not Placed,None,95,97,90 LPA,107,Female,"['Python', 'Java']",5
20ECE0301,Lindsey Sims,6.08,7,"['Business Management', 'UI Design', 'Business Management']","['Chip Design', 'CSC Frontend']",2,4,436,Not Placed,None,92,68,8 LPA,150,Female,"['Python', 'Web Development', 'Communication', 'Machine Learning', 'Data Analysis']",3
20ECE0006,Tina James,7.54,1,['Cloud Engineer'],['CSC Backend'],1,4,464,Not Placed,None,60,79,20 LPA,117,Female,"['Python', 'Communication', 'C++', 'Data Analysis']",8
20ECE0059,Martha Hicks,6.88,3,"['Software Engineer', 'Chip Design']","['CSC Frontend', 'Chip Design']",2,5,338,Placed,REGULAR,69,89,1 CR LPA,84,Male,"['Java', 'Python', 'Web Development']",4
20ECE0212,Terry Ray,6.89,2,['Robotics'],"['Cloud Engineer', 'Chip Design', 'CSC Backend']",3,3,246,Not Placed,None,74,92,60 LPA,85,Male,"['Database Management', 'Python', 'Java', 'Web Development', 'Machine Learning']",8
20EEE0045,Andrea Hamilton,8.9,10,"['ML/AI', 'Software Engineer', 'Software Engineer']",['Chip Design'],1,4,23,Not Placed,None,76,64,20 LPA,100,Male,"['Java', 'C++']",2
20EEE0005,Karen Rodriguez,8.32,5,"['Cloud Engineer', 'Robotics']",['ML Engineer'],1,10,52,Placed,DREAM,89,82,30 LPA,103,Male,"['Data Analysis', 'Java', 'Communication', 'C++', 'Python']",6
20CSE0101,Arthur Callahan,9.98,4,['UI Design'],"['CSC Frontend', 'Chip Design', 'CSC Backend']",3,1,389,Not Placed,None,67,70,4 LPA,120,Male,"['Communication', 'Database Management', 'C++', 'Data Analysis']",6
20EEE0060,Edward Evans,8.35,4,['Chip Design'],['Cloud Engineer'],1,7,142,Not Placed,None,63,85,1 CR LPA,137,Male,['Database Management'],5
20CSE0015,Rhonda Glover,9.83,10,"['Robotics', 'System Design']","['Chip Design', 'ML Engineer', 'VLSI']",3,8,472,Not Placed,None,75,86,25 LPA,116,Female,['Communication'],6
